Date,Store Number,City,Zip Code,County Number,Category,Vendor Number,Item Number,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Margin,Price per Liter
2015-09-23,2200,SAC CITY,50583,81,1081600,85,86886,750,9.85,14.78,2,29.56,1.5,0.4,9.86,19.7066666667
2015-02-16,4984,MUSCATINE,52761,70,1081200,330,80456,750,6.7,10.05,1,10.05,0.75,0.2,3.35,13.4
2015-07-21,2666,ANKENY,50023,77,1022100,395,87510,750,15.46,23.19,1,23.19,0.75,0.2,7.73,30.92
2015-10-13,4203,WAVERLY,50677,9,1012100,115,11774,375,3.07,4.61,24,110.64,9.0,2.38,36.96,12.2933333333
2015-12-22,4008,ANTHON,51004,97,1081900,322,75214,750,10.0,15.0,1,15.0,0.75,0.2,5.0,20.0
2016-02-09,3742,LEMARS,51031,75,1031200,260,77740,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2016-03-16,4862,KINGSLEY,51028,75,1012100,115,10553,750,6.75,10.13,12,121.56,9.0,2.38,40.56,13.5066666667
2015-10-19,2558,MOUNT PLEASANT,52641,44,1011200,421,903663,750,40.1,60.15,1,60.15,0.75,0.2,20.05,80.2
2015-09-10,2627,DES MOINES,50310,77,1031080,434,36308,1750,7.17,10.76,12,129.12,21.0,5.55,43.08,6.14857142857
2015-03-03,4167,DUBUQUE,52001,31,1012100,115,11777,1000,6.63,9.95,24,238.8,24.0,6.34,79.68,9.95
2015-04-09,2627,DES MOINES,50310,77,1012100,115,10549,600,7.12,10.68,10,106.8,6.0,1.59,35.6,17.8
2015-09-15,2508,CEDAR RAPIDS,52405,57,1031200,260,77900,750,8.25,12.38,4,49.52,3.0,0.79,16.52,16.5066666667
2015-09-10,4615,MASON CITY,50401,17,1031100,300,36886,750,3.31,4.97,12,59.64,9.0,2.38,19.92,6.62666666667
2015-09-28,4180,MARION,52302,57,1012100,260,11294,375,7.75,11.63,3,34.89,1.12,0.3,11.64,31.1517857143
2016-01-26,4235,WEBSTER CITY,50595,40,1081030,421,67586,750,5.72,8.58,12,102.96,9.0,2.38,34.32,11.44
2016-01-06,2625,DAVENPORT,52804,82,1031080,380,37356,750,3.57,5.36,4,21.44,3.0,0.79,7.16,7.14666666667
2015-10-14,4097,SCHLESWIG,51461,24,1081312,65,82787,1000,7.62,11.43,1,11.43,1.0,0.26,3.81,11.43
2016-03-21,4747,DAVENPORT,52803,82,1051010,205,52591,500,6.4,9.6,12,115.2,6.0,1.59,38.4,19.2
2015-06-26,3525,WASHINGTON,52353,92,1042100,260,28868,1750,24.99,37.49,1,37.49,1.75,0.46,12.5,21.4228571429
2015-03-30,2662,MUSCATINE,52761,70,1082900,192,65257,1000,15.54,23.31,3,69.93,3.0,0.79,23.31,23.31
2015-10-20,4592,EMMETSBURG,50536,74,1081900,322,75212,500,7.47,11.21,1,11.21,0.5,0.13,3.74,22.42
2015-09-09,4129,AMES,50010,85,1011300,260,26656,750,13.0,19.5,2,39.0,1.5,0.4,13.0,26.0
2015-04-20,3521,COUNCIL BLUFFS,51501,78,1031080,322,37146,750,10.04,15.06,36,542.16,27.0,7.13,180.72,20.08
2016-02-04,4829,DES MOINES,50314,77,1052010,65,47786,750,16.79,25.19,12,302.28,9.0,2.38,100.8,33.5866666667
2016-03-31,2626,DES MOINES,50311,77,1031080,260,37991,500,7.47,11.21,3,33.63,1.5,0.4,11.22,22.42
2015-08-24,2190,DES MOINES,50314,77,1031080,380,37346,750,3.57,5.36,12,64.32,9.0,2.38,21.48,7.14666666667
2015-05-05,3822,SWISHER,52338,52,1081380,65,82627,1000,7.62,11.43,1,11.43,1.0,0.26,3.81,11.43
2015-04-27,4126,SOLON,52333,52,1011100,300,24728,1750,7.67,11.51,6,69.06,10.5,2.77,23.04,6.57714285714
2015-11-16,3707,CEDAR RAPIDS,52402,57,1011200,65,19066,750,10.49,15.74,6,94.44,4.5,1.19,31.5,20.9866666667
2016-03-10,5034,MASON CITY,50401,17,1012100,115,11777,1000,6.63,9.95,12,119.4,12.0,3.17,39.84,9.95
2015-11-02,2643,WATERLOO,50701,7,1031080,297,35916,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2016-01-19,4559,OSAGE,50461,66,1031200,255,40092,750,5.38,8.07,1,8.07,0.75,0.2,2.69,10.76
2015-08-10,2643,WATERLOO,50701,7,1031080,300,36904,375,1.8,2.7,4,10.8,1.5,0.4,3.6,7.2
2015-06-23,2353,CRESCO,52136,45,1012200,260,5347,1000,17.5,26.25,4,105.0,4.0,1.06,35.0,26.25
2015-08-20,2806,CLINTON,52732,23,1011200,65,27680,500,4.7,7.05,2,14.1,1.0,0.26,4.7,14.1
2015-07-28,2624,DUBUQUE,52002,31,1031200,380,40407,500,4.94,7.41,1,7.41,0.5,0.13,2.47,14.82
2015-10-20,2606,HUMBOLDT,50548,46,1031080,434,36308,1750,7.17,10.76,6,64.56,10.5,2.77,21.54,6.14857142857
2015-09-16,2551,CHARITON,50049,59,1012100,260,11290,300,7.35,11.03,1,11.03,0.3,0.08,3.68,36.7666666667
2016-01-27,3949,PELLA,50219,63,1031080,297,35916,750,3.37,5.06,24,121.44,18.0,4.76,40.56,6.74666666667
2015-06-22,2539,IOWA FALLS,50126,42,1031200,380,40407,500,4.94,7.41,6,44.46,3.0,0.79,14.82,14.82
2015-07-09,3054,GRINNELL,50112,79,1031200,380,41604,750,6.5,9.75,3,29.25,2.25,0.59,9.75,13.0
2015-08-25,4299,CENTRAL CITY,52214,57,1081200,305,73053,1000,16.34,24.51,1,24.51,1.0,0.26,8.17,24.51
2015-08-27,3456,CLEAR LAKE,50428,17,1081300,434,81207,1000,4.06,6.09,2,12.18,2.0,0.53,4.06,6.09
2016-01-12,4010,GLENWOOD,51534,65,1031080,55,35318,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2016-03-17,2806,CLINTON,52732,23,1031080,297,35918,1750,7.2,10.8,6,64.8,10.5,2.77,21.6,6.17142857143
2015-08-24,2633,DES MOINES,50320,77,1052010,420,48106,750,18.99,28.49,12,341.88,9.0,2.38,114.0,37.9866666667
2015-12-09,4478,DES MOINES,50315,77,1031080,300,36904,375,1.8,2.7,48,129.6,18.0,4.76,43.2,7.2
2016-03-07,3710,COLUMBUS JUNCTION,52738,58,1012200,260,5345,375,8.0,12.0,15,180.0,5.62,1.49,60.0,32.0284697509
2016-03-02,2568,CEDAR RAPIDS,52402,57,1012100,115,10550,750,6.75,10.13,4,40.52,3.0,0.79,13.52,13.5066666667
2015-07-21,3390,MILFORD,51351,30,1022100,395,89197,1000,12.5,18.75,24,450.0,24.0,6.34,150.0,18.75
2015-01-13,4904,LARCHWOOD,51241,60,1081200,260,68037,1000,17.25,25.88,2,51.76,2.0,0.53,17.26,25.88
2015-10-26,2549,INDIANOLA,50125,91,1011300,85,26828,1750,29.67,44.51,6,267.06,10.5,2.77,89.04,25.4342857143
2015-12-16,2290,STORM LAKE,50588,11,1052010,389,49086,750,26.99,40.49,5,202.45,3.75,0.99,67.5,53.9866666667
2015-03-25,3715,DAVENPORT,52807,82,1051010,115,53214,375,3.22,4.83,24,115.92,9.0,2.38,38.64,12.88
2015-06-02,2619,WEST DES MOINES,50266,77,1032080,370,34007,1000,14.99,22.49,3,67.47,3.0,0.79,22.5,22.49
2015-07-08,4157,NORTH LIBERTY,52317,52,1022100,395,89196,750,10.49,15.74,12,188.88,9.0,2.38,63.0,20.9866666667
2015-08-31,2560,MARION,52302,57,1011100,297,23828,1750,7.46,11.19,6,67.14,10.5,2.77,22.38,6.39428571429
2015-01-13,3722,SIOUX CITY,51106,97,1011500,255,27102,750,18.09,27.14,6,162.84,4.5,1.19,54.3,36.1866666667
2016-02-29,4757,BONDURANT,50035,77,1032080,370,34001,600,7.92,11.88,1,11.88,0.6,0.16,3.96,19.8
2015-07-06,2190,DES MOINES,50314,77,1032200,115,33658,750,8.25,12.38,2,24.76,1.5,0.4,8.26,16.5066666667
2016-03-30,4073,FOREST CITY,50436,95,1082900,130,64136,750,13.86,20.79,12,249.48,9.0,2.38,83.16,27.72
2015-01-14,2548,ALTOONA,50009,77,1081600,421,64863,200,3.33,5.0,4,20.0,0.8,0.21,6.68,25.0
2015-12-08,2565,SPENCER,51301,21,1062310,259,43984,750,5.78,8.67,3,26.01,2.25,0.59,8.67,11.56
2015-02-02,2539,IOWA FALLS,50126,42,1011500,255,27102,750,18.09,27.14,6,162.84,4.5,1.19,54.3,36.1866666667
2015-06-17,3986,SIOUX CITY,51101,97,1081312,65,82787,1000,7.62,11.43,12,137.16,12.0,3.17,45.72,11.43
2015-08-20,4604,NEWTON,50208,50,1031080,380,37338,1750,10.99,16.49,1,16.49,1.75,0.46,5.5,9.42285714286
2015-09-16,4197,SERGEANT BLUFF,51054,97,1032080,370,34006,750,11.49,17.24,4,68.96,3.0,0.79,23.0,22.9866666667
2015-10-28,4129,AMES,50010,85,1012200,260,5350,750,32.49,48.74,3,146.22,2.25,0.59,48.75,64.9866666667
2015-03-11,4097,SCHLESWIG,51461,24,1081030,370,67527,1000,15.24,22.86,1,22.86,1.0,0.26,7.62,22.86
2016-03-16,2625,DAVENPORT,52804,82,1032200,260,64513,1000,22.75,34.13,5,170.65,5.0,1.32,56.9,34.13
2015-04-01,2622,IOWA CITY,52240,52,1031080,205,36971,1750,13.32,19.98,3,59.94,5.25,1.39,19.98,11.4171428571
2015-09-02,2572,CEDAR FALLS,50613,7,1031200,205,40297,750,6.9,10.35,3,31.05,2.25,0.59,10.35,13.8
2015-08-24,2532,DES MOINES,50317,77,1071100,55,57148,1750,6.5,9.75,6,58.5,10.5,2.77,19.5,5.57142857143
2015-09-24,2616,CLINTON,52732,23,1032080,370,34007,1000,14.99,22.49,12,269.88,12.0,3.17,90.0,22.49
2015-02-24,2620,WINDSOR HEIGHTS,50311,77,1012100,85,12476,750,5.44,8.16,3,24.48,2.25,0.59,8.16,10.88
2015-03-26,2625,DAVENPORT,52804,82,1031080,306,37642,750,12.81,19.22,2,38.44,1.5,0.4,12.82,25.6266666667
2015-07-13,5001,INDEPENDENCE,50644,10,1012100,260,10803,300,7.35,11.03,1,11.03,0.3,0.08,3.68,36.7666666667
2015-03-17,4925,URBANDALE,50266,77,1031080,434,36304,375,2.07,3.11,6,18.66,2.25,0.59,6.24,8.29333333333
2016-01-13,2621,SIOUX CITY,51105,97,1062200,434,45277,1000,4.34,6.51,12,78.12,12.0,3.17,26.04,6.51
2015-01-06,2552,CEDAR RAPIDS,52404,57,1012100,65,10625,750,7.88,11.82,4,47.28,3.0,0.79,15.76,15.76
2016-02-23,2651,WAVERLY,50677,9,1031100,297,35918,1750,7.2,10.8,18,194.4,31.5,8.32,64.8,6.17142857143
2015-11-17,4829,DES MOINES,50314,77,1081700,346,86747,750,11.0,16.5,6,99.0,4.5,1.19,33.0,22.0
2015-01-22,4839,Northwood,50459,98,1011200,85,17826,750,6.47,9.71,1,9.71,0.75,0.2,3.24,12.9466666667
2015-10-07,3932,MAPLETON,51034,67,1062200,434,45248,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2015-09-02,2545,IOWA CITY,52245,52,1031080,380,37356,750,3.57,5.36,12,64.32,9.0,2.38,21.48,7.14666666667
2015-10-27,2556,ESTHERVILLE,51334,32,1032080,370,34007,1000,14.99,22.49,12,269.88,12.0,3.17,90.0,22.49
2015-11-11,2669,CORYDON,50060,93,1081240,434,79336,750,4.75,7.13,3,21.39,2.25,0.59,7.14,9.50666666667
2015-10-14,4860,CEDAR RAPIDS,52404,57,1051010,115,53218,1750,12.0,18.0,1,18.0,1.75,0.46,6.0,10.2857142857
2015-06-08,2555,KEOKUK,52632,56,1062200,434,45278,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2016-02-01,2528,DES MOINES,50315,77,1011200,55,21598,1750,8.74,13.36,6,80.16,10.5,2.77,27.72,7.63428571429
2015-06-22,2549,INDIANOLA,50125,91,1062310,259,43025,750,5.78,8.67,12,104.04,9.0,2.38,34.68,11.56
2015-01-12,3899,WEST DES MOINES,50266,77,1031200,380,40625,750,6.5,9.75,12,117.0,9.0,2.38,39.0,13.0
2015-04-30,2616,CLINTON,52732,23,1011200,259,18046,750,4.94,7.41,12,88.92,9.0,2.38,29.64,9.88
2015-03-17,2624,DUBUQUE,52002,31,1081300,434,81208,1750,7.08,10.62,6,63.72,10.5,2.77,21.24,6.06857142857
2016-01-15,2506,BURLINGTON,52601,29,1012100,260,11297,1000,18.75,28.13,24,675.12,24.0,6.34,225.12,28.13
2015-03-12,2579,GRINNELL,50112,79,1081315,65,82611,750,6.3,9.45,12,113.4,9.0,2.38,37.8,12.6
2015-10-13,2629,COUNCIL BLUFFS,51503,78,1081315,65,82881,750,6.77,10.16,4,40.64,3.0,0.79,13.56,13.5466666667
2015-02-09,3868,MARION,52302,57,1031080,55,35318,1750,6.92,10.38,12,124.56,21.0,5.55,41.52,5.93142857143
2015-05-13,3869,CORALVILLE,52241,52,1011100,65,22787,1000,4.46,6.69,1,6.69,1.0,0.26,2.23,6.69
2015-10-28,2568,CEDAR RAPIDS,52402,57,1011300,85,26828,1750,29.67,44.51,6,267.06,10.5,2.77,89.04,25.4342857143
2016-03-03,3831,MADRID,50156,8,1012100,115,11786,750,5.23,7.85,12,94.2,9.0,2.38,31.44,10.4666666667
2016-03-23,4478,DES MOINES,50315,77,1012100,260,11294,375,7.75,11.63,3,34.89,1.12,0.3,11.64,31.1517857143
2015-04-20,4312,COUNCIL BLUFFS,51501,78,1031100,300,36886,750,3.31,4.97,12,59.64,9.0,2.38,19.92,6.62666666667
2015-09-09,3952,BETTENDORF,52722,82,1032080,260,34457,1000,17.5,26.25,24,630.0,24.0,6.34,210.0,26.25
2015-06-08,4417,ADAIR,50002,1,1031080,380,37338,1750,8.99,14.49,6,86.94,10.5,2.77,33.0,8.28
2015-08-18,2465,DUBUQUE,52003,31,1032200,35,33672,750,18.49,27.74,1,27.74,0.75,0.2,9.25,36.9866666667
2015-12-01,4291,CRESTON,50801,88,1032080,35,34433,750,18.49,27.74,2,55.48,1.5,0.4,18.5,36.9866666667
2015-07-07,4545,COUNCIL BLUFFS,51503,78,1012100,260,11297,1000,18.5,27.75,12,333.0,12.0,3.17,111.0,27.75
2015-04-08,4011,ALBIA,52531,68,1012100,260,10808,1000,18.5,27.75,12,333.0,12.0,3.17,111.0,27.75
2016-01-25,2590,CEDAR RAPIDS,52402,57,1051010,115,53214,375,3.22,4.83,4,19.32,1.5,0.4,6.44,12.88
2015-01-27,4904,LARCHWOOD,51241,60,1031200,380,41693,750,6.5,9.75,12,117.0,9.0,2.38,39.0,13.0
2015-08-26,3524,AMES,50010,85,1022100,395,89206,750,15.46,23.19,36,834.84,27.0,7.13,278.28,30.92
2015-03-04,2622,IOWA CITY,52240,52,1062200,35,43126,750,8.0,12.0,3,36.0,2.25,0.59,12.0,16.0
2016-01-25,5001,INDEPENDENCE,50644,10,1031200,205,40592,200,2.24,3.36,4,13.44,0.8,0.21,4.48,16.8
2015-02-05,3769,CEDAR FALLS,50613,7,1081200,330,80456,750,6.7,10.05,12,120.6,9.0,2.38,40.2,13.4
2015-09-09,3857,WAUKON,52172,3,1081600,421,64864,375,5.33,8.0,5,40.0,1.88,0.5,13.35,21.2765957447
2015-07-16,3920,CLINTON,52732,23,1011100,297,23824,375,2.0,3.0,24,72.0,9.0,2.38,24.0,8.0
2015-09-02,2594,SIOUX CITY,51106,97,1081600,421,64858,3000,29.72,44.58,5,222.9,15.0,3.96,74.3,14.86
2016-03-09,2614,DAVENPORT,52807,82,1081700,305,42599,750,18.34,27.51,1,27.51,0.75,0.2,9.17,36.68
2016-03-01,3704,EMMETSBURG,50536,74,1081390,260,69947,1000,15.75,23.63,1,23.63,1.0,0.26,7.88,23.63
2015-01-16,3563,MUSCATINE,52761,70,1062310,260,43244,750,10.0,15.0,12,180.0,9.0,2.38,60.0,20.0
2015-08-17,4829,DES MOINES,50314,77,1041100,55,29287,1000,3.92,5.88,24,141.12,24.0,6.34,47.04,5.88
2015-12-02,2609,AMES,50010,85,1062200,35,43125,750,8.26,12.39,4,49.56,3.0,0.79,16.52,16.52
2015-06-23,3944,DUBUQUE,52002,31,1032080,35,34433,750,18.49,27.74,12,332.88,9.0,2.38,111.0,36.9866666667
2015-12-22,2594,SIOUX CITY,51106,97,1082900,259,65191,600,12.44,18.66,1,18.66,0.6,0.16,6.22,31.1
2015-10-20,3390,MILFORD,51351,30,1012100,65,15248,1750,9.18,13.77,12,165.24,21.0,5.55,55.08,7.86857142857
2015-06-08,2650,HARLAN,51537,83,1042100,395,28246,750,11.2,16.8,2,33.6,1.5,0.4,11.2,22.4
2016-02-25,5063,WATERLOO,50703,7,1051010,115,53213,200,1.96,2.94,120,352.8,24.0,6.34,117.6,14.7
2016-02-17,4162,CEDAR RAPIDS,52404,57,1011100,297,23826,750,3.46,5.19,12,62.28,9.0,2.38,20.76,6.92
2016-02-01,4962,DAVENPORT,52803,82,1051010,205,52594,375,3.49,5.24,72,377.28,27.0,7.13,126.0,13.9733333333
2015-03-31,4584,DUMONT,50602,12,1081600,421,64866,750,8.98,13.47,2,26.94,1.5,0.4,8.98,17.96
2015-10-29,2106,CEDAR FALLS,50613,7,1081900,434,76526,750,5.3,7.95,12,95.4,9.0,2.38,31.8,10.6
2015-07-23,2567,DAVENPORT,52806,82,1031080,380,37356,750,3.57,5.36,12,64.32,9.0,2.38,21.48,7.14666666667
2016-03-21,2507,BURLINGTON,52601,29,1022100,434,87936,750,6.5,9.75,12,117.0,9.0,2.38,39.0,13.0
2015-09-17,4645,ELDRIDGE,52748,82,1011100,65,24456,750,5.51,8.27,3,24.81,2.25,0.59,8.28,11.0266666667
2015-11-30,2647,CEDAR RAPIDS,52411,57,1022100,65,88841,750,15.74,23.61,12,283.32,9.0,2.38,94.44,31.48
2015-07-01,2567,DAVENPORT,52806,82,1062310,260,43322,750,9.99,14.99,3,44.97,2.25,0.59,15.0,19.9866666667
2015-07-20,2647,CEDAR RAPIDS,52411,57,1081600,259,86796,750,5.37,8.06,3,24.18,2.25,0.59,8.07,10.7466666667
2015-06-11,4795,DES MOINES,50317,77,1051010,115,53216,750,6.3,9.45,12,113.4,9.0,2.38,37.8,12.6
2015-05-19,3621,SHELDON,51201,71,1012100,55,12407,1000,5.5,8.25,12,99.0,12.0,3.17,33.0,8.25
2015-07-06,4114,ATLANTIC,50022,15,1062310,395,46506,1750,15.82,23.73,6,142.38,10.5,2.77,47.46,13.56
2015-01-27,4866,COUNCIL BLUFFS,51501,78,1032200,260,64759,200,5.0,7.5,2,15.0,0.4,0.11,5.0,37.5
2015-03-04,4057,DES MOINES,50316,77,1031100,434,36301,500,3.73,5.6,12,67.2,6.0,1.59,22.44,11.2
2015-03-24,4236,EAGLE GROVE,50533,99,1012100,115,11776,750,5.23,7.85,12,94.2,9.0,2.38,31.44,10.4666666667
2015-06-25,4958,CEDAR FALLS,50613,7,1031080,260,37996,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2015-05-19,4743,COUNCIL BLUFFS,51503,78,1062310,260,43336,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2015-12-01,4103,AMES,50010,85,1031080,421,36976,750,3.27,4.91,12,58.92,9.0,2.38,19.68,6.54666666667
2015-04-21,3738,DUBUQUE,52001,31,1032080,370,34368,1750,9.99,14.99,6,89.94,10.5,2.77,30.0,8.56571428571
2015-09-10,2593,CARROLL,51401,14,1062300,35,43086,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2015-12-21,4634,CEDAR RAPIDS,52402,57,1101100,434,41846,750,9.0,13.5,6,81.0,4.5,1.19,27.0,18.0
2015-08-18,4346,SHELLSBURG,52332,6,1062200,434,45277,1000,4.34,6.51,2,13.02,2.0,0.53,4.34,6.51
2015-08-18,3495,MONTICELLO,52310,53,1012100,260,10818,750,15.0,22.5,1,22.5,0.75,0.2,7.5,30.0
2016-03-16,2290,STORM LAKE,50588,11,1051010,205,52598,1750,12.49,18.74,2,37.48,3.5,0.92,12.5,10.7085714286
2015-09-16,2513,IOWA CITY,52240,52,1041100,434,31658,1750,7.11,10.67,6,64.02,10.5,2.77,21.36,6.09714285714
2015-10-27,3841,DUBUQUE,52001,31,1031080,55,35944,375,1.74,2.61,24,62.64,9.0,2.38,20.88,6.96
2015-12-23,2528,DES MOINES,50315,77,1071100,395,59154,1750,9.5,14.25,6,85.5,10.5,2.77,28.5,8.14285714286
2015-09-15,3495,MONTICELLO,52310,53,1011200,125,17206,750,18.1,27.15,1,27.15,0.75,0.2,9.05,36.2
2015-03-23,2601,FAIRFIELD,52556,51,1062310,259,43025,750,5.78,8.67,24,208.08,18.0,4.76,69.36,11.56
2016-01-06,3896,IOWA CITY,52240,52,1011200,461,22151,500,10.92,16.38,1,16.38,0.5,0.13,5.46,32.76
2015-09-21,2647,CEDAR RAPIDS,52411,57,1012100,115,11771,600,6.8,10.2,1,10.2,0.6,0.16,3.4,17.0
2015-04-01,5007,DENVER,50622,9,1081305,65,82606,750,6.3,9.45,3,28.35,2.25,0.59,9.45,12.6
2015-04-28,4566,CEDAR RAPIDS,52404,57,1081600,85,86886,750,9.85,14.78,7,103.46,5.25,1.39,34.51,19.7066666667
2015-08-05,2500,AMES,50010,85,1011250,65,19235,750,26.24,39.36,1,39.36,0.75,0.2,13.12,52.48
2015-05-21,2567,DAVENPORT,52806,82,1051010,259,52312,200,1.96,2.94,2,5.88,0.4,0.11,1.96,14.7
2015-11-02,3525,WASHINGTON,52353,92,1031080,434,36305,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2015-12-17,3769,CEDAR FALLS,50613,7,1062300,370,42716,750,7.49,11.24,24,269.76,18.0,4.76,90.0,14.9866666667
2015-12-21,4559,OSAGE,50461,66,1051110,55,55066,750,4.5,6.75,3,20.25,2.25,0.59,6.75,9.0
2015-10-06,4866,COUNCIL BLUFFS,51501,78,1011100,65,24454,375,3.15,4.73,5,23.65,1.88,0.5,7.9,12.579787234
2016-01-19,4576,ARNOLDS PARK,51331,30,1031080,260,37994,375,4.75,7.13,6,42.78,2.25,0.59,14.28,19.0133333333
2016-03-17,3732,ELDRIDGE,52748,82,1031080,297,35918,1750,7.2,10.8,6,64.8,10.5,2.77,21.6,6.17142857143
2016-01-27,4745,CEDAR RAPIDS,52404,57,1031080,434,36305,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2015-04-16,2652,MASON CITY,50401,17,1011200,421,16518,1750,11.8,17.7,6,106.2,10.5,2.77,35.4,10.1142857143
2015-08-27,2633,DES MOINES,50320,77,1062300,35,43050,1000,9.5,14.25,24,342.0,24.0,6.34,114.0,14.25
2015-08-18,4167,DUBUQUE,52001,31,1051010,205,52591,500,5.92,8.88,1,8.88,0.5,0.13,2.96,17.76
2015-01-07,2844,IOWA CITY,52240,52,1031080,55,37935,750,3.64,5.46,12,65.52,9.0,2.38,21.84,7.28
2015-11-23,3869,CORALVILLE,52241,52,1042100,35,28233,1000,16.5,24.75,2,49.5,2.0,0.53,16.5,24.75
2015-04-16,4214,WATERLOO,50703,7,1041100,370,32233,200,1.99,2.99,48,143.52,9.6,2.54,48.0,14.95
2015-04-15,3762,WINDSOR HEIGHTS,50322,77,1082900,85,64676,750,18.56,27.84,6,167.04,4.5,1.19,55.68,37.12
2015-03-02,2512,IOWA CITY,52240,52,1101100,229,42149,750,6.98,10.47,24,251.28,18.0,4.76,83.76,13.96
2015-04-29,3857,WAUKON,52172,3,1062310,260,43337,1000,11.75,17.63,24,423.12,24.0,6.34,141.12,17.63
2016-03-17,3756,MANNING,51455,14,1011300,85,26827,1000,18.38,27.57,4,110.28,4.0,1.06,36.76,27.57
2015-12-23,2190,DES MOINES,50314,77,1701100,130,64126,750,13.86,20.79,1,20.79,0.75,0.2,6.93,27.72
2015-03-03,4527,GILMORE CITY,50541,46,1062310,259,43028,1750,11.55,17.33,6,103.98,10.5,2.77,34.68,9.90285714286
2015-12-28,2602,WEBSTER CITY,50595,40,1081600,421,64867,1000,11.34,17.01,12,204.12,12.0,3.17,68.04,17.01
2015-06-09,4395,ELLSWORTH,50075,40,1012100,55,12408,1750,7.94,12.51,12,150.12,21.0,5.55,54.84,7.14857142857
2015-05-22,2613,COUNCIL BLUFFS,51501,78,1082900,192,65257,1000,15.54,23.31,12,279.72,12.0,3.17,93.24,23.31
2015-09-16,2523,CENTERVILLE,52544,4,1081200,260,74086,750,17.0,25.5,1,25.5,0.75,0.2,8.5,34.0
2015-08-31,2584,FORT MADISON,52627,56,1031200,260,77847,750,8.25,12.38,3,37.14,2.25,0.59,12.39,16.5066666667
2015-10-27,3783,POCAHONTAS,50574,76,1051110,434,55084,375,3.55,5.33,3,15.99,1.12,0.3,5.34,14.2767857143
2015-07-27,3952,BETTENDORF,52722,82,1032080,420,34162,1000,20.63,30.95,6,185.7,6.0,1.59,61.92,30.95
2016-01-06,3565,IOWA CITY,52246,52,1051010,205,52594,375,3.22,4.83,4,19.32,1.5,0.4,6.44,12.88
2016-03-23,4129,AMES,50010,85,1081390,260,65066,750,13.0,19.5,2,39.0,1.5,0.4,13.0,26.0
2015-04-29,2611,OTTUMWA,52501,90,1032080,370,34366,750,4.99,7.49,12,89.88,9.0,2.38,30.0,9.98666666667
2015-03-23,2190,DES MOINES,50314,77,1022100,434,89386,750,6.5,9.75,2,19.5,1.5,0.4,6.5,13.0
2015-04-14,3889,WAVERLY,50677,9,1012100,65,15248,1750,9.18,13.77,6,82.62,10.5,2.77,27.54,7.86857142857
2016-03-28,2190,DES MOINES,50314,77,1062200,35,42370,750,12.5,18.75,2,37.5,1.5,0.4,12.5,25.0
2015-05-11,2460,HAMPTON,50441,35,1051110,55,55066,750,4.5,6.75,3,20.25,2.25,0.59,6.75,9.0
2015-04-08,4105,NEVADA,50201,85,1062200,35,43126,750,8.0,12.0,3,36.0,2.25,0.59,12.0,16.0
2015-12-22,2667,SIOUX CITY,51104,97,1081600,259,86796,750,4.87,7.56,3,22.68,2.25,0.59,8.07,10.08
2015-07-01,3437,NORWALK,50211,91,1031080,297,35918,1750,7.2,10.8,12,129.6,21.0,5.55,43.2,6.17142857143
2015-07-29,4720,CHARITON,50049,59,1032080,370,34007,1000,14.99,22.49,12,269.88,12.0,3.17,90.0,22.49
2016-01-28,2616,CLINTON,52732,23,1052010,65,47786,750,15.75,23.63,3,70.89,2.25,0.59,23.64,31.5066666667
2016-02-10,3818,KNOXVILLE,50138,63,1011200,65,27544,750,10.49,15.74,2,31.48,1.5,0.4,10.5,20.9866666667
2016-03-15,2556,ESTHERVILLE,51334,32,1081370,65,82867,1000,7.87,11.81,2,23.62,2.0,0.53,7.88,11.81
2016-03-23,4107,BOONE,50036,8,1081600,421,64867,1000,11.34,17.01,12,204.12,12.0,3.17,68.04,17.01
2015-03-12,2838,DAVENPORT,52806,82,1042100,35,28236,750,11.64,18.46,2,36.92,1.5,0.4,13.64,24.6133333333
2015-08-17,4126,SOLON,52333,52,1031080,205,36969,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-08-11,4461,WINDSOR HEIGHTS,50324,77,1062200,35,43121,500,5.54,8.31,1,8.31,0.5,0.13,2.77,16.62
2015-03-05,3993,WATERLOO,50701,7,1031200,380,41989,750,6.5,9.75,2,19.5,1.5,0.4,6.5,13.0
2015-04-22,2543,OTTUWMA,52501,90,1051010,259,52319,1000,7.11,10.67,2,21.34,2.0,0.53,7.12,10.67
2015-02-19,4613,CARROLL,51401,14,1081330,65,82846,750,6.3,9.45,3,28.35,2.25,0.59,9.45,12.6
