Date,Store Number,City,Zip Code,County Number,Category,Vendor Number,Item Number,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Margin,Price per Liter
2015-10-27,3420,WINDSOR HEIGHTS,50311,77,1062300,35,43137,1000,9.5,14.25,12,171.0,12.0,3.17,57.0,14.25
2015-12-15,4496,CEDAR RAPIDS,52402,57,1031080,260,37994,375,4.75,7.13,24,171.12,9.0,2.38,57.12,19.0133333333
2015-08-27,4604,NEWTON,50208,50,1012100,85,12466,750,5.48,8.22,2,16.44,1.5,0.4,5.48,10.96
2015-09-04,2605,CEDAR RAPIDS,52402,57,1051010,205,52581,375,3.5,5.25,3,15.75,1.12,0.3,5.25,14.0625
2016-01-21,3993,WATERLOO,50701,7,1032200,260,64511,375,9.25,13.88,12,166.56,4.5,1.19,55.56,37.0133333333
2016-03-24,4839,Northwood,50459,98,1071100,35,56846,1750,6.98,10.47,6,62.82,10.5,2.77,20.94,5.98285714286
2015-01-13,2592,MARSHALLTOWN,50158,64,1081200,300,65200,750,9.33,14.0,2,28.0,1.5,0.4,9.34,18.6666666667
2015-03-10,3808,LA PORTE CITY,50651,7,1012300,370,15626,750,14.49,21.74,2,43.48,1.5,0.4,14.5,28.9866666667
2015-05-28,3456,CLEAR LAKE,50428,17,1011200,65,19477,1000,22.04,33.06,4,132.24,4.0,1.06,44.08,33.06
2015-07-15,2572,CEDAR FALLS,50613,7,1012210,370,5040,750,49.99,74.99,2,149.98,1.5,0.4,50.0,99.9866666667
2015-09-14,4180,MARION,52302,57,1041100,205,31472,200,2.24,3.36,1,3.36,0.2,0.05,1.12,16.8
2016-02-23,2657,BEDFORD,50833,87,1012300,370,15626,750,14.99,22.49,2,44.98,1.5,0.4,15.0,29.9866666667
2015-03-04,4273,DES MOINES,50317,77,1012100,115,11774,375,3.07,4.61,24,110.64,9.0,2.38,36.96,12.2933333333
2015-05-04,2666,ANKENY,50023,77,1042100,260,28868,1750,24.99,37.49,3,112.47,5.25,1.39,37.5,21.4228571429
2016-02-22,4829,DES MOINES,50314,77,1031080,380,37347,1000,4.29,6.44,180,1159.2,180.0,47.55,387.0,6.44
2016-02-15,3833,ATLANTIC,50022,15,1031080,205,36971,1750,13.32,19.98,6,119.88,10.5,2.77,39.96,11.4171428571
2016-03-01,4945,OSAGE,50461,66,1051010,205,52598,1750,12.49,18.74,1,18.74,1.75,0.46,6.25,10.7085714286
2015-11-10,4318,RED OAK,51566,69,1031080,301,38176,750,9.65,14.48,12,173.76,9.0,2.38,57.96,19.3066666667
2015-07-27,2569,CEDAR RAPIDS,52402,57,1012100,65,10625,750,7.88,11.82,3,35.46,2.25,0.59,11.82,15.76
2015-01-28,3820,SIOUX CITY,51103,97,1031200,380,41601,375,3.45,5.18,12,62.16,4.5,1.19,20.76,13.8133333333
2015-10-28,4186,DES MOINES,50321,77,1031080,260,37991,500,7.47,11.21,2,22.42,1.0,0.26,7.48,22.42
2015-05-12,4878,PRIMGHAR,51245,71,1032080,35,34425,1750,35.42,53.13,3,159.39,5.25,1.39,53.13,30.36
2016-02-03,3417,MARENGO,52301,48,1031200,260,39876,750,8.25,12.38,1,12.38,0.75,0.2,4.13,16.5066666667
2016-02-22,2538,WATERLOO,50702,7,1012100,260,10805,375,7.75,11.63,3,34.89,1.12,0.3,11.64,31.1517857143
2015-07-20,2847,MARION,52302,57,1012100,115,11788,1750,9.7,14.93,6,89.58,10.5,2.77,31.38,8.53142857143
2015-10-06,3704,EMMETSBURG,50536,74,1082900,259,65195,750,8.83,13.75,1,13.75,0.75,0.2,4.92,18.3333333333
2016-01-21,5098,DES MOINES,50311,77,1011300,85,26820,375,7.0,10.5,10,105.0,3.75,0.99,35.0,28.0
2015-11-19,2587,JOHNSTON,50131,77,1062310,434,44658,1750,11.0,16.5,1,16.5,1.75,0.46,5.5,9.42857142857
2015-01-14,3762,WINDSOR HEIGHTS,50322,77,1031080,380,37338,1750,8.99,14.49,6,86.94,10.5,2.77,33.0,8.28
2015-07-16,2652,MASON CITY,50401,17,1062200,35,43125,750,8.26,12.39,12,148.68,9.0,2.38,49.56,16.52
2015-09-30,4879,SIOUX CITY,51106,97,1031100,300,36887,1000,4.13,6.2,24,148.8,24.0,6.34,49.68,6.2
2015-02-11,3964,SIOUX RAPIDS,50585,11,1041100,297,29997,1000,4.33,6.5,3,19.5,3.0,0.79,6.51,6.5
2015-10-28,2621,SIOUX CITY,51105,97,1031080,297,35918,1750,7.2,10.8,12,129.6,21.0,5.55,43.2,6.17142857143
2015-11-05,2248,DES MOINES,50312,77,1062310,260,43334,375,5.0,7.5,6,45.0,2.25,0.59,15.0,20.0
2016-03-01,3950,STATE CENTER,50247,48,1011300,85,26826,750,15.07,22.61,1,22.61,0.75,0.2,7.54,30.1466666667
2015-06-17,3943,NEVADA,50201,85,1062300,370,42716,750,7.49,11.24,2,22.48,1.5,0.4,7.5,14.9866666667
2015-06-30,3762,WINDSOR HEIGHTS,50322,77,1051010,115,53214,375,3.22,4.83,1,4.83,0.38,0.1,1.61,12.7105263158
2016-02-04,2627,DES MOINES,50310,77,1062310,240,45884,375,4.8,7.2,12,86.4,4.5,1.19,28.8,19.2
2015-07-30,3670,CORALVILLE,52241,52,1031100,300,36908,1750,7.47,11.21,12,134.52,21.0,5.55,44.88,6.40571428571
2015-12-08,2649,DUBUQUE,52001,31,1031080,205,36969,750,6.9,10.35,4,41.4,3.0,0.79,13.8,13.8
2015-06-25,2663,URBANDALE,50322,77,1012100,260,11290,300,7.35,11.03,4,44.12,1.2,0.32,14.72,36.7666666667
2015-02-23,2618,CEDAR RAPIDS,52402,57,1011100,260,25606,750,7.0,10.5,12,126.0,9.0,2.38,42.0,14.0
2015-04-28,4663,PEOSTA,52068,31,1051100,259,52314,375,3.23,4.85,12,58.2,4.5,1.19,19.44,12.9333333333
2015-03-30,5071,DURANT,52747,16,1062200,434,45277,1000,4.34,6.51,2,13.02,2.0,0.53,4.34,6.51
2015-01-27,2661,SHELDON,51201,71,1012200,370,9426,750,6.99,10.49,12,125.88,9.0,2.38,42.0,13.9866666667
2015-02-25,4452,SIOUX CITY,51105,97,1031100,300,36908,1750,7.47,11.21,6,67.26,10.5,2.77,22.44,6.40571428571
2016-01-13,4669,DES MOINES,50312,77,1051150,885,901063,375,14.03,21.05,6,126.3,2.25,0.59,42.12,56.1333333333
2015-01-29,2627,DES MOINES,50310,77,1052010,389,49189,200,5.42,8.13,24,195.12,4.8,1.27,65.04,40.65
2016-03-23,2290,STORM LAKE,50588,11,1081365,421,83907,1000,4.54,6.81,12,81.72,12.0,3.17,27.24,6.81
2015-10-07,2625,DAVENPORT,52804,82,1081300,434,80578,1750,7.05,10.58,6,63.48,10.5,2.77,21.18,6.04571428571
2015-03-09,3957,EDGEWOOD,52042,22,1031080,297,35917,1000,4.17,6.26,12,75.12,12.0,3.17,25.08,6.26
2015-04-20,4644,DAVENPORT,52803,82,1032080,370,34006,750,11.49,17.24,3,51.72,2.25,0.59,17.25,22.9866666667
2016-02-08,2627,DES MOINES,50310,77,1081380,55,84166,750,7.8,11.7,3,35.1,2.25,0.59,11.7,15.6
2015-11-03,2556,ESTHERVILLE,51334,32,1032080,35,34423,375,9.0,13.5,2,27.0,0.75,0.2,9.0,36.0
2015-01-06,3705,ROCK RAPIDS,51246,60,1062310,260,43285,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2015-10-20,4823,CRESTON,50801,88,1081600,421,64864,375,5.33,8.0,6,48.0,2.25,0.59,16.02,21.3333333333
2015-10-28,2290,STORM LAKE,50588,11,1032080,370,34004,375,6.49,9.74,2,19.48,0.75,0.2,6.5,25.9733333333
2015-07-06,3952,BETTENDORF,52722,82,1081030,370,67527,1000,15.24,22.86,12,274.32,12.0,3.17,91.44,22.86
2015-11-19,2635,DAVENPORT,52807,82,1081500,55,85796,750,4.93,7.4,3,22.2,2.25,0.59,7.41,9.86666666667
2015-01-14,3853,DAVENPORT,52804,82,1022100,410,88296,750,27.0,40.5,1,40.5,0.75,0.2,13.5,54.0
2016-03-10,4345,GRINNELL,50112,79,1032200,115,36433,600,8.56,12.84,1,12.84,0.6,0.16,4.28,21.4
2015-10-07,2585,ALGONA,50511,55,1012100,115,11588,1750,12.99,19.49,6,116.94,10.5,2.77,39.0,11.1371428571
2015-02-04,2625,DAVENPORT,52804,82,1051110,434,54647,1000,6.38,9.57,12,114.84,12.0,3.17,38.28,9.57
2015-05-04,2584,FORT MADISON,52627,56,1031080,260,38006,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2015-06-09,2562,FORT DODGE,50501,94,1081600,85,86888,1750,20.26,30.39,6,182.34,10.5,2.77,60.78,17.3657142857
2015-02-10,2651,WAVERLY,50677,9,1081030,370,67526,750,11.99,17.99,3,53.97,2.25,0.59,18.0,23.9866666667
2015-09-10,2571,WATERLOO,50703,7,1052010,420,48106,750,18.99,28.49,12,341.88,9.0,2.38,114.0,37.9866666667
2015-07-13,2569,CEDAR RAPIDS,52402,57,1062310,260,43336,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2016-01-07,3888,GRINNELL,50112,79,1062310,260,43336,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2015-03-05,5029,DAVENPORT,52806,82,1022100,260,89164,750,61.74,92.61,1,92.61,0.75,0.2,30.87,123.48
2016-02-24,2500,AMES,50010,85,1031080,300,36904,375,1.8,2.7,4,10.8,1.5,0.4,3.6,7.2
2015-01-14,4444,SLOAN,51055,97,1012100,115,11776,750,5.23,7.85,12,94.2,9.0,2.38,31.44,10.4666666667
2015-04-01,3721,DECORAH,52101,96,1062200,35,43036,750,8.0,12.0,12,144.0,9.0,2.38,48.0,16.0
2015-01-06,4446,URBANDALE,50322,77,1041100,370,32233,200,1.99,2.99,6,17.94,1.2,0.32,6.0,14.95
2015-02-23,2532,DES MOINES,50317,77,1031080,421,36976,750,3.27,4.91,12,58.92,9.0,2.38,19.68,6.54666666667
2015-05-27,3932,MAPLETON,51034,67,1062300,65,44456,750,6.83,10.25,2,20.5,1.5,0.4,6.84,13.6666666667
2016-03-22,4764,FORT DODGE,50501,94,1011100,65,24456,750,5.51,8.27,3,24.81,2.25,0.59,8.28,11.0266666667
2015-07-08,3635,OGDEN,50212,8,1012100,260,10836,750,17.0,25.5,1,25.5,0.75,0.2,8.5,34.0
2015-02-09,2573,MUSCATINE,52761,70,1031200,380,41694,1000,7.5,11.25,12,135.0,12.0,3.17,45.0,11.25
2016-03-16,4183,DECORAH,52101,96,1011200,65,19066,750,10.49,15.74,12,188.88,9.0,2.38,63.0,20.9866666667
2015-06-11,4829,DES MOINES,50314,77,1062300,260,43352,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2015-08-17,2535,WEST DES MOINES,50265,77,1011200,55,21596,750,4.1,6.15,12,73.8,9.0,2.38,24.6,8.2
2016-01-11,3644,ALTOONA,50009,77,1022100,260,87485,750,26.99,40.49,6,242.94,4.5,1.19,81.0,53.9866666667
2015-09-30,4511,DES MOINES,50317,77,1062310,260,43337,1000,11.75,17.63,3,52.89,3.0,0.79,17.64,17.63
2016-01-06,4670,TRIPOLI,50676,9,1071100,35,56828,1750,10.0,15.0,2,30.0,3.5,0.92,10.0,8.57142857143
2015-09-30,2642,PELLA,50219,63,1031200,380,41692,1750,10.99,16.49,6,98.94,10.5,2.77,33.0,9.42285714286
2015-06-01,3910,RIVERSIDE,52327,92,1031200,380,41694,1000,7.5,11.25,12,135.0,12.0,3.17,45.0,11.25
2015-11-20,4619,FORT MADISON,52627,56,1081600,421,64858,3000,29.72,44.58,1,44.58,3.0,0.79,14.86,14.86
2015-06-22,3465,PANORA,50216,39,1081317,65,82636,750,6.3,9.45,4,37.8,3.0,0.79,12.6,12.6
2015-02-11,3773,CEDAR RAPIDS,52401,57,1062050,389,42686,750,19.99,29.99,3,89.97,2.25,0.59,30.0,39.9866666667
2015-01-27,2565,SPENCER,51301,21,1042100,370,28086,750,10.99,16.49,1,16.49,0.75,0.2,5.5,21.9866666667
2015-10-15,2616,CLINTON,52732,23,1081390,260,69947,1000,15.75,23.63,24,567.12,24.0,6.34,189.12,23.63
2015-03-26,2593,CARROLL,51401,14,1031080,55,35944,375,1.74,2.61,1,2.61,0.38,0.1,0.87,6.86842105263
2015-07-01,2550,OSCEOLA,50213,20,1012100,115,10550,750,6.75,10.13,3,30.39,2.25,0.59,10.14,13.5066666667
2016-03-02,5014,IOWA CITY,52240,52,1022100,205,87643,750,10.0,15.0,6,90.0,4.5,1.19,30.0,20.0
2015-03-05,5037,JEFFERSON,50129,37,1081240,434,79336,750,4.75,7.13,6,42.78,4.5,1.19,14.28,9.50666666667
2016-03-21,2506,BURLINGTON,52601,29,1081300,322,75208,500,4.84,7.26,2,14.52,1.0,0.26,4.84,14.52
2015-12-28,3420,WINDSOR HEIGHTS,50311,77,1032200,370,34078,1000,14.99,22.49,12,269.88,12.0,3.17,90.0,22.49
2015-06-24,3778,DES MOINES,50310,77,1031200,205,40070,375,3.5,5.25,8,42.0,3.0,0.79,14.0,14.0
2015-09-24,2190,DES MOINES,50314,77,1012200,35,4867,1000,17.5,26.25,2,52.5,2.0,0.53,17.5,26.25
2015-11-30,2590,CEDAR RAPIDS,52402,57,1011100,260,25606,750,7.0,10.5,24,252.0,18.0,4.76,84.0,14.0
2015-11-17,3626,SPENCER,51301,21,1011300,85,26826,750,15.07,22.61,12,271.32,9.0,2.38,90.48,30.1466666667
2015-12-01,3783,POCAHONTAS,50574,76,1062300,370,42718,1750,16.49,24.74,6,148.44,10.5,2.77,49.5,14.1371428571
2015-11-04,2501,AMES,50010,85,1081305,65,82604,375,3.07,4.61,6,27.66,2.25,0.59,9.24,12.2933333333
2015-06-01,2573,MUSCATINE,52761,70,1081200,305,73053,1000,16.34,24.51,6,147.06,6.0,1.59,49.02,24.51
2015-09-24,2616,CLINTON,52732,23,1081030,65,67557,1000,8.39,12.59,12,151.08,12.0,3.17,50.4,12.59
2016-03-17,4369,NORWALK,50211,91,1032080,35,34433,750,18.49,27.74,6,166.44,4.5,1.19,55.5,36.9866666667
2015-03-09,3644,ALTOONA,50009,77,1012100,65,10628,1750,15.75,23.63,6,141.78,10.5,2.77,47.28,13.5028571429
2015-05-28,4988,CEDAR FALLS,50613,7,1031080,260,37993,200,2.75,4.13,2,8.26,0.4,0.11,2.76,20.65
2015-12-29,3820,SIOUX CITY,51103,97,1032200,260,64509,750,26.01,39.02,1,39.02,0.75,0.2,13.01,52.0266666667
2015-04-14,2641,COUNCIL BLUFFS,51501,78,1081600,421,64858,3000,29.72,44.58,4,178.32,12.0,3.17,59.44,14.86
2016-02-02,4346,SHELLSBURG,52332,6,1062200,35,43036,750,8.26,12.39,1,12.39,0.75,0.2,4.13,16.52
2015-12-26,2643,WATERLOO,50701,7,1062300,260,43282,750,7.49,11.24,2,22.48,1.5,0.4,7.5,14.9866666667
2015-08-19,4844,IOWA CITY,52240,52,1081700,384,76036,750,11.5,17.25,6,103.5,4.5,1.19,34.5,23.0
2015-06-08,2591,ATLANTIC,50022,15,1081350,434,82187,1000,5.0,7.5,2,15.0,2.0,0.53,5.0,7.5
2016-02-01,4993,KEOKUK,52632,56,1031080,300,36908,1750,7.47,11.21,6,67.26,10.5,2.77,22.44,6.40571428571
2015-05-06,2642,PELLA,50219,63,1062300,35,43138,1750,13.5,21.0,6,126.0,10.5,2.77,45.0,12.0
2015-09-14,2648,WEST DES MOINES,50265,77,1011200,434,18196,750,6.84,10.26,12,123.12,9.0,2.38,41.04,13.68
2016-03-03,4935,WATERLOO,50703,7,1051140,115,56193,200,1.96,2.94,24,70.56,4.8,1.27,23.52,14.7
2015-05-27,2614,DAVENPORT,52807,82,1031200,260,41078,1750,14.97,22.46,6,134.76,10.5,2.77,44.94,12.8342857143
2015-12-09,4597,DES MOINES,50315,77,1041100,370,32233,200,1.99,2.99,8,23.92,1.6,0.42,8.0,14.95
2016-03-29,3744,DYERSVILLE,52040,31,1081300,434,80578,1750,7.0,10.5,6,63.0,10.5,2.77,21.0,6.0
2015-08-18,4866,COUNCIL BLUFFS,51501,78,1032080,370,34001,600,7.92,11.88,3,35.64,1.8,0.48,11.88,19.8
2015-01-07,2621,SIOUX CITY,51105,97,1062310,259,43027,1000,7.28,10.92,12,131.04,12.0,3.17,43.68,10.92
2015-04-15,2285,IOWA CITY,52240,52,1042100,35,28233,1000,17.61,26.42,12,317.04,12.0,3.17,105.72,26.42
2015-06-23,2565,SPENCER,51301,21,1082900,330,66936,750,11.02,16.53,2,33.06,1.5,0.4,11.02,22.04
2015-03-17,4010,GLENWOOD,51534,65,1031200,380,41693,750,6.5,9.75,12,117.0,9.0,2.38,39.0,13.0
2016-02-02,2544,MARSHALLTOWN,50158,64,1052100,420,48105,375,9.99,14.99,3,44.97,1.12,0.3,15.0,40.1517857143
2015-02-16,2643,WATERLOO,50701,7,1062300,370,42717,1000,10.49,15.74,12,188.88,12.0,3.17,63.0,15.74
2015-04-07,4496,CEDAR RAPIDS,52402,57,1031080,380,37336,750,6.25,9.5,2,19.0,1.5,0.4,6.5,12.6666666667
2015-12-23,4505,JOHNSTON,50131,77,1081600,421,64858,3000,29.72,44.58,3,133.74,9.0,2.38,44.58,14.86
2015-02-26,4652,DAVENPORT,52803,82,1062200,35,43124,375,4.5,6.75,12,81.0,4.5,1.19,27.0,18.0
2015-01-27,4485,SANBORN,51248,71,1082900,192,65254,375,6.52,9.78,4,39.12,1.5,0.4,13.04,26.08
2015-01-28,2649,DUBUQUE,52001,31,1082900,35,64336,750,19.5,29.25,1,29.25,0.75,0.2,9.75,39.0
2015-01-27,4725,ANKENY,50023,77,1012100,115,11788,1750,10.45,15.68,12,188.16,21.0,5.55,62.76,8.96
2015-03-05,4345,GRINNELL,50112,79,1062310,259,43026,750,5.78,8.67,5,43.35,3.75,0.99,14.45,11.56
2015-09-29,4084,ANKENY,50023,77,1062300,260,43362,750,9.0,13.5,6,81.0,4.5,1.19,27.0,18.0
2015-04-06,4612,DAVENPORT,52802,82,1062310,240,45886,750,9.65,14.48,2,28.96,1.5,0.4,9.66,19.3066666667
2015-10-13,2665,WAUKEE,50263,25,1012100,65,11520,750,15.74,23.61,6,141.66,4.5,1.19,47.22,31.48
2015-03-17,2544,MARSHALLTOWN,50158,64,1081315,421,82956,750,9.34,14.01,3,42.03,2.25,0.59,14.01,18.68
2015-01-05,2517,NEWTON,50208,50,1031080,380,37348,1750,7.6,11.4,6,68.4,10.5,2.77,22.8,6.51428571429
2015-05-27,4478,DES MOINES,50315,77,1031080,301,38176,750,9.65,14.48,5,72.4,3.75,0.99,24.15,19.3066666667
2015-03-04,4275,KNOXVILLE,50138,63,1062200,35,43125,750,8.0,12.0,36,432.0,27.0,7.13,144.0,16.0
2015-03-23,3859,INDEPENDENCE,50644,10,1071100,395,58838,1750,8.2,12.3,6,73.8,10.5,2.77,24.6,7.02857142857
2015-09-01,4344,GRIMES,50111,77,1012100,115,11788,1750,10.45,15.68,6,94.08,10.5,2.77,31.38,8.96
2015-05-20,3947,BROOKLYN,52211,79,1081900,322,75214,750,10.0,15.0,2,30.0,1.5,0.4,10.0,20.0
2015-06-24,2523,CENTERVILLE,52544,4,1011200,434,18196,750,6.84,10.26,2,20.52,1.5,0.4,6.84,13.68
2015-01-13,3841,DUBUQUE,52001,31,1031100,300,36886,750,3.31,4.97,12,59.64,9.0,2.38,19.92,6.62666666667
2015-03-03,3542,ST ANSGAR,50472,66,1032080,35,34422,1000,22.0,33.0,6,198.0,6.0,1.59,66.0,33.0
2015-01-20,4531,AFTON,50830,88,1062200,35,43126,750,8.0,12.0,24,288.0,18.0,4.76,96.0,16.0
2015-05-21,2626,DES MOINES,50311,77,1031200,260,77632,750,8.25,12.38,2,24.76,1.5,0.4,8.26,16.5066666667
2015-06-09,2649,DUBUQUE,52001,31,1071100,55,57125,1750,6.0,9.25,6,55.5,10.5,2.77,19.5,5.28571428571
2016-02-24,4481,IOWA CITY,52240,52,1031200,259,40126,750,4.48,6.72,12,80.64,9.0,2.38,26.88,8.96
2016-01-06,3990,OSKALOOSA,52577,62,1032200,370,34190,750,11.49,17.24,2,34.48,1.5,0.4,11.5,22.9866666667
2016-03-31,3920,CLINTON,52732,23,1012100,260,11294,375,7.75,11.63,2,23.26,0.75,0.2,7.76,31.0133333333
2015-10-29,2626,DES MOINES,50311,77,1011200,65,19476,750,16.0,24.4,12,292.8,9.0,2.38,100.8,32.5333333333
2015-07-22,2594,SIOUX CITY,51106,97,1011200,65,19067,1000,12.59,18.89,12,226.68,12.0,3.17,75.6,18.89
2016-01-11,3811,KEOKUK,52632,56,1062310,260,43338,1750,18.0,27.0,6,162.0,10.5,2.77,54.0,15.4285714286
2015-11-10,4318,RED OAK,51566,69,1062310,260,43336,750,9.0,13.5,36,486.0,27.0,7.13,162.0,18.0
2016-01-26,2641,COUNCIL BLUFFS,51501,78,1062200,35,43031,500,5.54,8.31,3,24.93,1.5,0.4,8.31,16.62
2015-03-19,2612,PERRY,50220,25,1071100,35,56840,1750,6.98,10.47,3,31.41,5.25,1.39,10.47,5.98285714286
2015-06-11,2190,DES MOINES,50314,77,1082900,65,67006,750,11.5,17.25,1,17.25,0.75,0.2,5.75,23.0
2015-02-11,3964,SIOUX RAPIDS,50585,11,1081300,434,81204,375,2.28,3.42,3,10.26,1.12,0.3,3.42,9.16071428571
2015-07-15,4773,WEST DES MOINES,50265,77,1011100,65,24453,200,1.83,2.75,2,5.5,0.4,0.11,1.84,13.75
2015-02-24,4901,POLK CITY,50226,77,1011300,260,26656,750,13.0,19.5,2,39.0,1.5,0.4,13.0,26.0
2015-06-09,2629,COUNCIL BLUFFS,51503,78,1012100,260,11297,1000,18.5,27.75,24,666.0,24.0,6.34,222.0,27.75
2015-05-11,2647,CEDAR RAPIDS,52411,57,1012210,370,5037,1000,27.49,41.24,1,41.24,1.0,0.26,13.75,41.24
2015-12-17,4170,WEST BRANCH,52358,16,1062310,260,43336,750,9.0,13.5,3,40.5,2.25,0.59,13.5,18.0
2016-01-26,2620,WINDSOR HEIGHTS,50311,77,1012200,260,5329,750,130.0,195.0,3,585.0,2.25,0.59,195.0,260.0
2016-01-14,4648,WATERLOO,50703,7,1062300,35,43209,750,8.26,12.39,2,24.78,1.5,0.4,8.26,16.52
2015-05-13,2625,DAVENPORT,52804,82,1012300,370,15628,1750,28.49,42.74,2,85.48,3.5,0.92,28.5,24.4228571429
2015-05-22,2588,CEDAR RAPIDS,52403,57,1062310,259,43028,1750,11.55,17.33,6,103.98,10.5,2.77,34.68,9.90285714286
2016-01-27,4157,NORTH LIBERTY,52317,52,1062310,65,44308,1750,9.71,14.57,30,437.1,52.5,13.87,145.8,8.32571428571
2015-09-03,5102,MOUNT VERNON,52314,57,1051010,85,52806,750,6.66,9.99,12,119.88,9.0,2.38,39.96,13.32
2015-06-15,4874,MOUNT PLEASANT,52641,44,1012100,260,10805,375,7.75,11.63,3,34.89,1.12,0.3,11.64,31.1517857143
2015-06-26,2650,HARLAN,51537,83,1062310,260,43331,500,5.5,8.25,2,16.5,1.0,0.26,5.5,16.5
2016-01-26,4344,GRIMES,50111,77,1062200,35,43124,375,4.5,6.75,1,6.75,0.38,0.1,2.25,17.7631578947
2016-02-08,2560,MARION,52302,57,1012100,115,10548,1750,12.99,19.49,6,116.94,10.5,2.77,39.0,11.1371428571
2016-01-04,5001,INDEPENDENCE,50644,10,1081030,370,67526,750,11.99,17.99,1,17.99,0.75,0.2,6.0,23.9866666667
2016-03-31,2561,DES MOINES,50321,77,1082900,420,65125,375,9.99,14.99,1,14.99,0.38,0.1,5.0,39.4473684211
2015-06-15,2549,INDIANOLA,50125,91,1022100,395,89197,1000,12.5,18.75,12,225.0,12.0,3.17,75.0,18.75
2015-07-14,4102,AMES,50010,85,1051010,205,52596,750,5.92,8.88,6,53.28,4.5,1.19,17.76,11.84
2016-03-24,2671,JEFFERSON,50129,37,1011300,85,26826,750,15.07,22.61,12,271.32,9.0,2.38,90.48,30.1466666667
2015-03-02,2662,MUSCATINE,52761,70,1011200,65,27680,500,3.3,4.95,2,9.9,1.0,0.26,3.3,9.9
2016-02-24,4481,IOWA CITY,52240,52,1032080,260,36871,750,18.49,27.74,4,110.96,3.0,0.79,37.0,36.9866666667
2016-03-22,2553,CRESTON,50801,88,1012100,65,15248,1750,9.45,14.18,6,85.08,10.5,2.77,28.38,8.10285714286
2015-04-01,4947,CEDAR FALLS,50647,7,1012100,115,10548,1750,12.99,19.49,1,19.49,1.75,0.46,6.5,11.1371428571
2015-07-08,2603,BETTENDORF,52722,82,1031200,380,42009,1750,10.49,15.99,6,95.94,10.5,2.77,33.0,9.13714285714
2015-12-01,2666,ANKENY,50023,77,1062310,260,43322,750,10.24,15.36,4,61.44,3.0,0.79,20.48,20.48
2015-04-15,4568,SIOUX CITY,51108,97,1031080,300,36901,500,4.67,7.01,6,42.06,3.0,0.79,14.04,14.02
2015-04-07,4895,CEDAR RAPIDS,52402,57,1062310,260,43331,500,5.5,8.25,1,8.25,0.5,0.13,2.75,16.5
2015-12-07,5077,COUNCIL BLUFFS,51501,78,1012100,260,10807,750,15.0,22.5,12,270.0,9.0,2.38,90.0,30.0
2015-01-22,2561,DES MOINES,50321,77,1011100,65,22786,750,3.67,5.51,12,66.12,9.0,2.38,22.08,7.34666666667
2015-06-26,2549,INDIANOLA,50125,91,1062310,259,43026,750,5.78,8.67,12,104.04,9.0,2.38,34.68,11.56
2015-02-11,4998,LAKE CITY,51449,13,1031080,434,36307,1000,4.05,6.08,12,72.96,12.0,3.17,24.36,6.08
2015-09-15,3744,DYERSVILLE,52040,31,1011200,461,77776,750,10.5,15.75,4,63.0,3.0,0.79,21.0,21.0
2015-02-24,3514,FORT DODGE,50501,94,1081315,65,82881,750,6.77,10.16,3,30.48,2.25,0.59,10.17,13.5466666667
2015-03-09,4138,INDIANOLA,50125,91,1031080,434,36306,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2015-08-04,2529,CEDAR RAPIDS,52405,57,1081600,421,64868,1750,15.33,23.0,6,138.0,10.5,2.77,46.02,13.1428571429
2015-12-18,4152,MISSOURI VALLEY,51555,43,1012100,55,13388,1750,8.72,13.08,3,39.24,5.25,1.39,13.08,7.47428571429
2015-11-17,2666,ANKENY,50023,77,1022100,65,88548,750,13.64,20.46,2,40.92,1.5,0.4,13.64,27.28
2015-05-28,2671,JEFFERSON,50129,37,1012100,115,11786,750,5.23,7.85,12,94.2,9.0,2.38,31.44,10.4666666667
2015-10-07,2622,IOWA CITY,52240,52,1062200,35,43124,375,4.5,6.75,3,20.25,1.12,0.3,6.75,18.0803571429
2015-04-09,2626,DES MOINES,50311,77,1081200,330,80458,1750,11.54,17.31,6,103.86,10.5,2.77,34.62,9.89142857143
2015-02-05,2671,JEFFERSON,50129,37,1081365,421,83906,750,3.67,5.51,12,66.12,9.0,2.38,22.08,7.34666666667
2015-11-18,3869,CORALVILLE,52241,52,1031200,421,41209,750,9.34,14.01,3,42.03,2.25,0.59,14.01,18.68
2015-07-20,3612,MAQUOKETA,52060,49,1011100,260,25607,1000,8.0,12.0,12,144.0,12.0,3.17,48.0,12.0
2015-03-19,2633,DES MOINES,50320,77,1011100,260,67275,750,9.25,13.88,1,13.88,0.75,0.2,4.63,18.5066666667
2015-12-15,4346,SHELLSBURG,52332,6,1032080,370,34007,1000,14.99,22.49,2,44.98,2.0,0.53,15.0,22.49
2016-02-09,3514,FORT DODGE,50501,94,1081315,421,82957,1000,9.87,14.81,2,29.62,2.0,0.53,9.88,14.81
